"z",""
1048.58492069165,981.123265631563
1057.64689505728,949.970203200565
1148.20213027436,945.776044994904
1153.7834982949,926.786571954074
1092.78107705623,911.887638636631
1116.80525982624,909.750094214168
1273.20628615688,899.028490722985
1247.58373325115,896.877431131835
975.506702054379,886.088738321541
984.844096528638,879.589007258598
1393.13795020093,866.530603317519
788.605398003852,840.182494581156
780.01864608394,831.332689918603
1031.14149367957,1027.84718338398
1516.95200232397,1005.7037812524
1185.92046560754,977.089950592458
1263.17548896492,975.02784295047
1380.67005397723,970.896386446328
1091.83210465854,950.095335182222
1157.32854112203,945.906607771385
1248.70889067962,941.708456717077
1247.17371680286,935.393640877208
1213.38498075186,933.28403042634
1211.93748752626,922.701153997014
1233.37551757228,918.45184320701
1174.7524137423,907.788516031633
1237.54083881438,871.113131416922
1451.08510411699,864.574992715022
1505.1983791695,858.017447593437
1072.48983727482,844.844785161721
906.509302097953,840.437018173774
973.833681109033,824.944352418486
1067.60796011946,822.722884020161
1392.31981074235,816.046274846913
1484.55987984311,1017.84812360538
1611.84100903223,1005.74994030867
1007.30845683515,981.287240525959
1298.10774549513,973.054890603196
1381.89780683558,960.633951298209
1306.31323209135,935.534637636284
1248.31723728208,931.318455634481
1246.45607342588,924.976719990517
1268.3077741025,916.488678339147
1211.21984414928,912.230863187681
1187.012585391,910.09852465112
1293.69435989929,890.80548247654
1169.36408353448,886.493441449432
1425.44932648861,864.800833107192
1486.01736064721,862.619571198952
1508.98982365128,853.872995558824
1107.42209380503,842.891788204263
842.705362262344,834.068908715619
1008.76593763925,822.993573095456
1102.54021664968,820.772338007097
1207.22918979089,818.549061936439
1301.3953178625,995.657185132653
1048.39244623197,989.546342698437
963.362590651316,985.460188019054
1375.51774873841,969.018106582893
1425.76971937612,966.951943112977
1334.12914281655,956.585054276111
1209.79886645174,952.421541502949
1137.40752974788,948.248503428007
1256.62348229456,923.012221524319
1278.47518297118,914.525566432718
1197.17999425968,908.136431426248
1179.53149240316,884.534919202249
1056.83278638543,878.051135770578
1205.3854808559,869.37521610764
1435.61673535729,862.845319405333
1496.18476951588,860.664345288988
1556.56891523128,856.295919456487
1550.29804456839,854.108479594706
1212.26531735721,843.139250773573
1028.66872541798,838.736725567416
951.608967496845,836.532308900627
837.9658,829.90651738018
1061.33418794744,1021.89649252921
1615.6881986898,1009.86301570994
1660.78786408869,1005.83193478961
1286.48834673148,993.679252886905
948.455619520296,983.484286698228
1236.34197845829,937.90662344678
1277.36641107074,929.495899298858
1243.57767501973,927.38736071954
1222.49779049962,923.16328716996
1261.34890245805,914.687288286015
1361.34613434081,891.189127333643
1228.70004192401,884.733035892258
1063.64655023831,878.256858998541
1041.92581525441,876.093695636046
1044.95996583471,873.928322704771
926.10564818393,821.311637323938
1202.48962752855,814.649395374759
1611.84100903223,1005.86775092139
1508.36525040406,997.787420801601
1342.3847152272,993.732408634293
1254.58873704501,967.135570473073
1372.08330205732,963.007237964022
1403.14143151548,958.869253643336
1262.79422364123,929.635856553684
1181.49903492973,923.311348311898
1203.35073560635,914.846061631224
1201.48957175015,908.472808111606
1143.49357694088,904.212480385545
1142.14147905238,902.078883985477
1003.14636906663,874.136417146239
1484.17341643781,854.571959710517
1502.88249791247,852.387253009639
1496.61162724959,850.200392144529
1465.47081520115,848.011383064725
1338.81667963386,843.626944219138
1158.57890003841,839.233984705456
897.922550178042,832.628675920606
794.446791549873,823.792234150049
887.326201996148,819.361541736178
1273.84581582237,810.47546826773
1383.73305882244,808.24884399271
1182.6208690633,1013.92901284472
1551.88425885419,1003.88664599054
1508.36525040406,997.831381138999
1371.34874230488,993.782150836157
880.860235202909,981.575274480606
849.719423154472,979.532197954082
843.448552491588,977.486674085086
903.83269820698,973.388298276563
1037.98857250976,969.28017544747
1343.18468133743,956.897620117427
1321.46394635353,954.825415417554
1096.15569895489,946.512612193219
1047.05054687539,938.161632486073
1204.18957135168,929.772750258005
1123.7615941338,919.233782292408
1007.95225201861,876.502129315644
974.247748346745,867.847628225923
1091.74231335905,863.507138132941
1168.99733671643,861.333603009963
1321.97356786044,856.979981297567
1424.21666625977,852.617662938701
915.025557921137,832.880877330547
837.9658,830.677278903181
769.422297902047,819.62788174339
1439.89224440284,1003.91843796474
1484.99190980173,999.88989697262
1470.08493867071,997.871900370376
887.340974444439,969.360936970674
1040.31720558845,965.248772051709
1019.09594103376,944.542938989464
946.22884463945,938.284446792327
1060.54602417133,932.004580756706
1125.77771554205,925.703458763588
1044.48252683055,919.38120217077
1064.47306365097,904.547787154083
866.129860967449,870.222371617744
897.187990425608,865.891345788799
926.886577255728,833.130686076766
700.949291900822,826.520752128955
647.262874582019,822.103627879128
657.430283450695,819.89193397872
922.004700100374,811.024427131264
1026.69367324158,808.802399455189
906.504699404824,1011.96223500433
1215.10358603807,1005.95437026766
1385.90372367732,999.924052495866
677.468017314723,973.535091266363
696.177098789382,971.487956647016
951.396428332724,963.275027485623
1155.48341117667,950.882862978531
881.07001169852,934.225438497039
1014.18485340481,927.939647730939
1038.20903617482,925.839660242816
1012.64967952805,921.632626185433
976.999779620849,913.190449638385
996.632170915357,906.834369522191
941.763550344242,900.457478096687
916.204193697472,896.194720865371
1031.60872602508,889.783441112848
1096.62940279812,883.351711859957
841.971716841745,872.587105244382
777.20908371172,868.265617824166
858.519183807591,861.766761836552
1276.94521255757,846.525972367943
1270.67434189468,844.340024939387
749.045022744271,828.978377646305
671.985264823135,826.775355454474
612.028514645093,824.57022632776
603.441762725182,815.728764828278
739.309643834214,811.295554974865
937.772895985856,806.854093394307
1187.75215036565,989.869089912296
582.792202631223,971.559202194007
643.176348346616,967.463335112248
1051.47020201891,955.11728401648
835.499349094528,940.60359170937
762.632252700222,934.347499295919
943.533221491317,923.873176828178
884.185128793544,917.560274208293
882.737635567941,906.991980892231
901.956356231858,904.871346019737
1002.42934780507,883.538530300881
1001.95358811462,881.392713016458
929.562251410762,877.094308136119
831.08596349869,857.640842798939
1182.26939787407,844.572696376425
1090.96867163053,838.009336090435
577.309450139635,824.824841650738
473.833691511467,815.992910277273
953.232715783965,802.682607148561
932.80864124726,1003.99293828441
1207.55046676562,993.946791473237
1016.84754134763,985.865125382469
739.406098311522,979.777892506633
507.656433008998,967.536973847587
741.654497997644,938.633932402446
692.549345918137,930.28933968373
783.104581135215,926.102775055098
848.336272505935,919.805189647873
788.892784471057,905.028671269647
787.031620614862,898.660970977135
727.683527917089,892.272514024281
843.088060244698,885.863434495536
775.462644600934,872.983959980461
711.387123949064,870.829493713143
591.722568511635,862.189290752993
814.496135759181,853.513611544481
649.445134219617,827.277359906308
631.591105125867,1006.00958868488
746.858020909832,979.830840651734
493.855149279306,973.730119454721
676.482834053768,957.353578519266
582.394473104765,930.410656858906
696.711652636641,924.135592905915
761.943344007362,917.839215935682
680.648155295866,911.521644798365
723.93788601851,898.823412832554
642.642697307014,892.443006923858
756.695131746125,883.903646587641
749.324471815305,873.178228401487
650.848183903233,853.731056871253
1002.03161827861,840.666909358141
751.572871501427,829.720443045543
882.882179188579,796.563341929731
448.938770090727,1006.02098707852
1038.2250373633,991.997560428884
1033.48547510095,987.968426952858
994.70602891317,985.950133381779
390.17347671609,961.537955629326
524.329351018865,957.434900066425
748.215359750672,951.262052965003
826.491309266244,947.134687688607
582.496477464002,934.694679400235
510.105140760146,930.528809924291
533.391325384495,926.353394323253
610.102372642906,907.446803802636
648.953484601332,898.98288196922
651.172793983441,896.86109066171
592.549690153457,886.217509683566
725.664531859743,879.803839574195
494.293030527719,864.759231371813
578.083091868164,851.77650679041
655.338115225539,849.604969855719
837.9658,832.153984400155
810.11708715351,794.617079252199
395.049726558508,1004.03598492198
880.860235202909,981.949304576194
803.800477281772,979.92649881358
282.171158131362,965.697704197612
294.609368943137,961.610198697854
336.28443318387,959.562772798593
396.852467342466,957.512902614281
470.440307486646,955.460591567422
744.578286856164,947.227008913688
772.602265734025,945.162546597292
652.937710296596,936.880542092944
521.236774000962,922.294637225671
570.057517069353,920.201401652958
612.617123558561,918.105794955764
597.283750451221,894.898891001454
515.988561739725,888.520826019853
440.4039869955,862.802754612683
397.362088849376,860.644896102981
406.699483323634,854.157934774811
680.837462693152,845.477625244794
711.311664432711,828.011982504121
363.908914510071,1002.05088562447
473.796157510142,1000.05594610273
688.620765132961,996.058555334357
909.676173332513,981.989067798489
589.063073294107,973.894699290002
518.687886438042,951.431967632029
741.461453685588,943.190420142353
744.495604265886,941.123973024464
722.774869281986,939.055109201956
424.59952548904,924.505718164693
490.095961952525,920.327222280573
538.916705020916,918.23440702751
544.291237726166,901.406838115376
640.634676279086,875.885823048684
366.221276800938,858.689000740082
723.284490788896,841.349045968695
179.319972750411,812.873735057357
140.540526562629,810.668351412299
135.800964300285,806.25126324353
170.733220830499,804.039571121006
400.375380949963,797.391977660264
505.064354091174,795.171961837582
725.087231572854,790.725741357064
677.468017314723,973.942748850097
402.554423035766,967.854781149644
238.488604757156,959.702992406134
433.028624775325,951.511961663987
589.672039132533,947.401796820216
707.166604144843,943.28190259339
738.224733603002,939.152307659013
615.526027585275,932.939791055316
418.804414516606,924.622764327161
573.67026697048,907.87423169137
557.652758357791,893.095474024761
502.784137786676,886.726757861701
543.808570399125,878.20281446474
634.363805616202,873.927078984279
585.258653536695,865.348282235426
460.928377171881,861.045303577036
222.409504083675,799.879163973407
785.09787604511,973.987379252748
696.177098789382,971.963458275646
421.263504510425,965.876858715007
275.906767706474,955.683249435427
378.149866105804,951.588631683934
692.171181947637,933.042293405405
551.354915832691,914.300655986771
576.36183983245,891.133271929158
555.281955312338,886.890599562866
521.493219261335,884.765785705427
653.072887090861,871.968520072785
378.659487612713,854.777882995764
359.972903209112,850.457711481659
328.774691661364,813.380666838579
241.118585558334,797.932920430628
1002.5688945728,978.063101967669
963.789448385022,976.047084180396
298.872750472549,955.750776834306
419.824930346538,949.61388872886
572.801161490551,945.510402157563
717.298779222524,941.397164740627
795.574728738096,937.274204302127
551.579896935854,924.847274800409
478.712800541549,918.601345070495
593.029980073424,912.333914059774
600.26567663487,901.840718830839
579.185792114758,897.626923910309
598.611348093971,893.403743871772
620.256213455293,887.051456405433
521.312522887274,857.13310473556
463.376449999571,854.979013237169
398.613816869547,850.664091779182
479.923916965418,844.174944075995
898.349945715393,828.956129973666
459.370533157826,813.630432922681
293.389997980961,809.232310949568
179.746830484117,802.619181795647
454.488656002472,791.555185894871
1032.94423446353,982.113631565763
798.420197188711,968.004804761211
480.392964505133,947.639165715019
633.369195649147,943.536592989113
859.176913476991,933.237546526081
672.402686807394,924.954711236239
565.379147296319,920.798842386442
639.753826273354,895.663316595188
680.824247613888,885.089973492674
622.201143783905,874.458511112006
581.88055704587,855.177348405685
684.989568855987,837.8850850837
867.617253630448,820.451277713639
708.459233096806,816.071048789876
614.614381999922,813.87769978718
519.938567316422,811.682202324905
240.314864642713,800.672698170814
729.881297783887,785.170858368116
1048.58492069165,982.136119889228
1037.98857250976,970.068033519747
960.92881458862,968.047985215527
683.487371552508,961.972977694299
901.706624163012,935.392056392382
929.730603040872,933.330272463995
911.04401863727,929.199431528348
810.066047603444,925.05891734254
678.36511130781,910.491376592003
792.417545746921,902.114545629694
787.169333485684,868.231409699201
828.903825634371,866.094021859175
563.827820630482,842.432890060474
758.577409000167,835.932719880067
1032.50582001817,825.05490128443
995.094137306847,820.688434594993
427.545872283737,805.337624188862
328.809675917913,800.932394538003
324.070113655569,796.51868271999
693.333503446459,785.447617094182
1185.92046560754,978.148340433266
676.482834053768,957.965093663821
692.257065844158,912.697735355594
806.574245376033,906.434309618776
792.730057417367,891.736527156093
831.581169375793,883.285985458436
776.712548804678,876.923571292122
752.505290046406,874.798123117706
908.292216634204,864.136271148272
932.054160949002,861.997012681051
931.578401258553,859.855469764341
693.468182268027,838.31552498822
837.9658,833.9806430389
496.337915101677,790.151880026089
772.721894446292,783.503995715253
1298.10774549513,974.158998903618
1308.27515436381,972.149842705335
1293.36818323279,970.138196735412
1028.6514516901,962.066764853279
627.083721843854,951.921764503904
589.672039132533,947.846503892486
608.381120607192,945.805186715913
710.624219006521,941.715194021347
1058.35003852022,931.44743832958
1086.37401739808,929.38658108748
1067.68743299448,925.257588075253
1024.64553484835,923.189459421931
902.633941308782,919.045955980239
769.987848891982,912.812641414074
793.27403351633,908.645103392368
926.388875222616,902.375882766501
889.61747206925,883.4402866147
828.408215515282,870.711123257021
852.432398285293,868.58148117074
812.111811547258,849.311531272865
692.447256109829,840.688111974351
1170.44015290072,823.33412618271
1189.14923437538,821.154939795341
1097.84850813184,814.604264869929
844.84563650131,808.034037379035
515.645784542992,790.419051217856
849.976917803666,781.560804343662
996.086950078841,982.182742281472
1360.61077760739,968.156949332962
1321.8313314196,966.143295748576
1261.87458124156,964.127157094967
1095.8940460647,960.087434712061
694.326316218453,949.944822989706
656.914633507131,945.870514515748
675.62371498179,943.829672569738
717.298779222524,941.786376198626
836.754683576131,908.76251740475
951.071863108007,902.501830283129
1017.65565236723,898.316117536254
958.307559669452,892.019748496865
935.008365767231,889.916229003026
897.002907778379,870.87898630233
919.674992659892,866.622882503577
787.713829362288,836.573946193317
1061.85180873181,827.907411521877
1256.39182874998,819.205450134883
1218.98014603865,814.841296125624
547.956122387376,790.683806970016
582.88837891759,788.474860751398
1046.33892071655,980.198118648246
1244.8021728682,976.204200284285
1410.8627482451,966.175709987892
1312.12655187927,962.146883707219
1235.06679395814,960.128745146782
1146.14601670241,958.108126341179
744.578286856164,947.967921289792
713.437474807727,945.932477352663
707.166604144843,943.894572446241
901.706624163012,935.718403205269
1175.84460353253,927.503104965578
887.006654213843,906.795087000218
952.503090677328,902.624611387508
1008.55953030716,890.056000391091
1126.32798962824,853.986118508392
1100.70543672251,851.843568696303
809.941821122139,836.782180310216
955.46036501231,830.293546509769
1112.10377936952,825.956646203249
1287.93471791303,819.43468855454
1306.64379938769,817.256296320981
1056.1850526105,806.331542213904
641.727101475214,795.352663594053
598.208093025087,788.739663929622
967.471482815977,777.675735779508
1187.49436029766,773.235517167004
1453.79369825398,966.2046832296
1438.88672712296,964.194486963645
826.491309266244,948.023563232377
741.461453685588,943.956107184824
929.730603040872,933.744444297868
1071.90741911279,896.479150362346
1095.9316018828,894.386028666804
1036.58350918502,888.092417552303
1034.92918064413,879.667852197176
1035.13601595942,877.55583172184
997.950942175464,862.706343037596
1154.82772819655,854.169987228644
1128.72941560037,849.888043086987
837.9658,834.829649465067
916.241749515572,830.506967555987
1213.71559839156,821.834834856673
895.688365707981,800.000415806585
669.751080353074,793.407796221551
995.495461693837,775.733870637441
1182.08602331592,974.234129882913
1441.92087770326,962.213288532764
744.495604265886,941.97979641764
932.764753621171,931.770563682519
1156.65076235298,925.615638005269
918.540543362451,904.941321974382
1074.94156969309,894.513871277511
1016.3184658631,884.026866143887
1057.38888720364,873.480824093505
976.960909985752,862.876291286597
1131.76356618067,847.932778915019
902.728433130024,839.343300122995
869.023929458159,830.717622374078
1173.63611056724,804.626799103384
809.801739032551,795.859778351212
629.266222483246,784.852637778658
664.198479013461,782.644820781263
722.145632929521,780.434888313857
893.840639132925,776.008701540905
1435.10711385038,962.241336433959
1155.48341117667,952.170413152973
753.915681330423,942.037534701692
911.04401863727,929.796769136266
1216.24012746495,917.467903864772
922.442361284277,905.051642375564
961.840485151587,896.7259582731
1042.05278284394,822.274598477574
1065.52244708476,800.49223844843
923.920847250161,946.146530147706
837.527918751587,944.120447269784
733.846246188371,931.912159615696
1142.14009986066,919.615536825889
926.169246936283,905.158734663009
853.302150541977,898.926727223225
877.064094856776,896.844586681147
967.619330073853,892.673121237221
1008.6437626863,884.301562374783
974.855026635299,882.202731858874
953.775142115187,877.997970642468
973.2006980944,873.783770617402
936.222459625738,856.833280689538
1067.00093305065,844.023061543173
895.901872887703,837.587025434942
921.755861340445,822.490366058376
999.01088469782,820.324720485969
1272.93929571582,809.463166105458
1108.87347743721,800.734262124055
833.959883158255,794.164685929361
745.039105902527,791.97049637651
608.022597803349,787.575656164174
569.243151615566,785.375017337123
599.435845883437,778.760297699866
933.766979144111,769.911023840275
1153.78985662579,765.473791413805
1334.12914281655,958.278141568545
1319.22217168553,956.269923662622
1054.50544014284,948.212195745156
1115.26215643112,913.526515508851
821.46439025045,901.116117217209
909.68325718615,890.707864256974
976.267046445369,886.527811256035
915.264625206697,871.822825418819
879.821560614795,861.248612085586
969.666736295634,850.616146282484
1009.06486016294,842.068621665265
718.301244562571,827.022577898231
746.325223440432,824.8640938607
1020.46320280995,816.207743033983
776.023810270553,792.220248838772
511.307078727863,783.432218176426
599.446926911794,774.609949334397
1216.36720484588,952.278703241106
1156.41045466784,950.266014359726
715.516325212015,940.165367461236
796.78699346589,890.828741681923
888.167343023489,886.654439767343
886.632169146729,880.375099283588
829.544239193505,876.176993716462
791.538781204653,857.168884860916
732.501673426274,820.753284279793
1029.97552230226,812.089766180865
1132.21862070159,807.744654994225
1150.92770217625,805.568780428302
1144.65683151336,803.390700578476
623.027512362954,788.082866372195
447.231558075994,781.489855578295
811.755385604539,766.031476335772
921.891020086148,763.814689592136
720.232433310563,968.295807121844
612.14793109445,923.946878181384
987.897729486009,911.644577132588
736.532237752946,888.86335609631
850.584672192057,880.507173435759
792.588677382782,876.314790004137
790.934348841883,867.901600103956
845.33645993082,846.704415855472
777.711044287056,833.874948656337
612.657552601359,827.429359796888
590.936817617459,825.276292233294
672.24691771333,818.803547337182
739.489512087929,816.641468962992
1071.96386498865,805.797589950501
1090.6729464633,803.622154500699
999.372220219764,797.082627757727
651.693533905739,788.33262093714
485.712998728874,783.944589839955
386.97680236305,779.547935619665
475.11665054698,770.728947258651
646.811656750384,766.306709247541
1059.98326333866,958.338938202486
1117.93041725472,956.339711835276
1163.03008265361,952.333780136064
972.327157235626,944.292058314966
883.406379979897,942.275419979048
450.697838085215,930.123624369502
795.610401797707,915.834487874195
648.028961806129,888.980729063455
803.815888393927,878.543960566181
742.511236502854,857.492413018515
683.163143805081,851.131153456893
864.064112596175,840.482616474563
863.588352905725,838.345985229226
791.19701620187,834.065837016813
922.951982791186,808.194238696031
1043.90416266517,801.675914896842
1006.49247995385,797.319312087614
516.00397285188,784.19693743773
378.987464752702,779.80544256069
340.208018564919,777.606464368173
335.468456302575,773.20207599455
862.665704229526,960.346043380836
1034.36071043293,956.356099595849
1137.40752974788,950.352474668557
1083.72111242908,946.337607893602
613.344434534774,917.956245575107
692.732825534607,915.91054351047
887.482413904292,909.758768181242
731.766316692855,897.389486083145
755.521250606689,880.761837911968
724.124380158574,844.923041662349
812.343247094274,834.253809483839
583.308114043628,825.67711403543
549.603610371762,817.064039572283
957.897464044056,804.076933121633
344.778159927065,769.056938309284
679.109293187739,760.215799797612
647.365336916257,962.341182921046
757.500971397866,960.352970643337
1126.76436118876,950.374443409411
1083.24535273863,944.357419931632
857.308067383722,938.318031849942
762.632252700222,936.299942669724
509.629381069696,930.230827910789
455.740337537477,928.202848632245
539.280834700144,918.026009377826
624.26701749133,891.2801839283
663.665141358641,882.968361412198
712.485884427031,880.884403272179
723.648620468124,842.96769194009
814.203855685202,838.70788830133
640.768427240881,825.873211417102
926.505123825459,791.249112040922
489.905660255705,780.312758534839
788.769167978898,756.063091734889
1115.59404897334,950.392983678546
533.391325384495,928.254372183238
636.630619159123,914.010446469861
877.064094856776,897.584728890546
648.028961806129,889.313550328001
687.427085673439,881.003774901279
802.831618001048,874.746251146345
741.829196762376,860.062006238009
742.036032077672,857.954788707788
740.174868221477,851.61902465486
747.410564782922,841.012638918476
861.251984624349,832.485751042908
728.605892207549,826.066408687202
541.831665537952,817.47529740366
623.141765633823,811.008146591407
847.027774365629,804.5207339444
1041.5677943838,795.839576783663
697.264196509731,782.75152884004
513.667604570503,778.371340608506
426.011498467473,762.972656400899
503.932225660446,760.764284621034
812.531112293696,754.126461569341
712.861773379743,958.371805193239
1088.78503902407,938.387751481999
490.095961952525,922.221706111053
502.5341727643,918.155507916937
678.36511130781,912.037777501134
860.86251411776,893.552579138877
664.14090104909,885.27380111004
663.665141358641,883.198074320142
777.982320890516,876.95647252385
843.214012261237,870.693315065174
785.218017451962,866.505951440455
748.120624319161,847.545669498961
903.462236463485,832.667670045373
648.328790816663,819.825071487026
732.118852157108,806.900464994581
1077.0314158696,791.719571836425
919.236468253875,785.18021157991
832.843539755302,782.996029881023
374.866580169885,765.444281949921
744.129969960775,754.404639218382
1236.34197845829,940.42410406716
971.625246915598,932.382807338202
570.057517069353,922.275453519037
538.916705020916,920.246574358969
1001.32383374572,901.876105214861
909.68325718615,891.584790931049
834.038760520352,864.544907584208
832.591267294749,854.03754830754
851.809987958667,851.928989957114
795.406193510792,839.228385904137
951.807219841426,828.580532116729
819.161127424626,822.164140159564
654.10763573893,815.727144997681
713.6970008509,807.112664373737
937.583009582707,800.62811521261
1011.17084972689,798.462114219889
423.687323238276,763.50604441572
516.56673368455,759.097463132554
688.261739887954,754.680354151984
1103.10563066053,932.418179440185
635.589586562633,912.171773905226
1071.90741911279,897.853016717052
755.521250606689,881.342617721229
755.045490916239,879.267935389199
869.362670448115,873.029459813862
935.946459707334,868.858487971068
934.594361818835,866.769416583301
875.150873783957,852.079344556667
815.293715118488,841.5156286528
880.525406489208,835.149327735633
929.346149557599,833.022575148816
994.366826330634,826.628423797644
921.975489626778,822.354124435305
739.709140374262,815.925472099529
823.499201714707,803.006718020202
900.754225072082,800.845685033696
1137.27095337876,785.655872568349
1010.61681781147,781.295970967349
830.379038216017,776.927280532111
569.722688355652,770.357863828259
945.645953999982,748.319711538619
718.37906270728,954.401586379976
938.40194018896,950.432854702112
1272.73307344963,942.465442302693
1317.83273884853,938.466786754308
1264.14632152972,934.458183317771
720.181803491239,908.160898604242
912.191525793499,885.585346908001
802.831618001048,875.226648388354
844.566110149735,873.147682479652
893.386853218125,871.066315943871
958.618544588846,864.807848592916
899.175056553968,850.121427757379
837.9658,837.441036991826
1018.39100910064,824.676658450829
945.999672396789,820.403368487628
1138.3226731447,792.404806705289
1179.99773738543,790.235307054812
1192.43594819721,785.889634889024
759.727406302528,772.799625978823
754.845529147173,750.808995487156
969.670136769992,746.385194549993
826.914207818853,950.434254188096
1135.5130944521,944.471503572269
1306.31323209135,938.486315919887
689.178251972293,918.37424318056
616.586607203411,910.260187162526
658.261671444145,908.225520562222
792.417545746921,904.148821807397
949.060960104128,900.062319866684
892.034755329627,869.103423453443
958.618544588846,864.934562325451
957.266446700348,862.846544368363
899.270451891073,858.663352155533
878.190567370961,854.470643443071
897.82295866547,848.16380489921
895.961794809275,841.835731918118
862.173058758272,839.721674692998
837.9658,837.605274701398
860.637884881512,833.365463587372
903.19749137072,831.242061166226
884.392818795346,816.313387328413
1178.64563949694,788.291895546516
1191.08385030871,783.947197769698
758.375308414029,770.860073029647
532.438023059123,764.286953831658
478.75160574032,759.894030948422
523.851271139211,755.492487205539
912.84258354219,946.465609403872
1282.10597333308,936.50541734662
1292.27338220176,934.505909923048
1178.63021470491,928.492479741318
1012.64967952805,924.471121362688
768.210286988649,902.177052196897
1042.34826635817,893.99642218167
1073.40639581633,889.891457267948
1051.68566083243,887.835322383854
1008.6437626863,885.776756520183
779.608629635655,877.518244979935
753.986076729929,875.447570963561
753.51031703948,873.374485034362
873.202029276606,850.412351461363
892.834420571115,844.100006353974
895.053729953224,841.991173553431
813.758541241728,835.650579399524
812.40644335323,833.532363450007
796.110039385205,812.222503015451
673.411333367478,805.784685579669
676.445483947776,803.63418977021
978.607442195155,792.847758668623
1154.43838073866,786.348921320483
1081.84673596978,777.652621939015
645.247272400029,766.73261758527
454.544346982048,757.957342975114
557.591166296999,751.353218504516
635.511893489972,749.14755695511
1248.31723728208,934.524671688329
978.860943477043,922.493602510751
703.947349198087,916.444616875502
631.182257163018,914.423345941884
813.809941937479,898.164540208055
916.918953747596,881.749074591263
785.218017451962,867.258184468983
875.063193132801,856.835420139072
841.274457081798,854.743700042246
804.177063948997,835.811562803876
779.969805190725,833.696214339948
802.641890072237,829.458500517439
933.420363497146,816.689537466043
1078.97458044693,786.574405815252
975.292907883711,773.532961248557
435.662582062065,758.217759082469
420.755610931045,756.021169506829
695.4974364494,745.005956662171
800.186409590611,742.796502228357
1020.20928707229,738.37122916082
635.731776107286,946.463417541602
1235.18545224853,930.545655255629
1121.54228475169,924.535458428829
860.885934891323,918.502948468415
767.041083794439,916.487162155823
893.619759845375,879.782629149837
722.520699682431,873.588368227143
720.184331401054,867.372364842202
837.9658,838.079593539604
756.670611288504,831.742186366732
995.107352386111,786.797092063051
1116.0595322601,780.294567701514
397.456417028824,754.085516491468
500.503236343775,747.484261708776
578.423963536748,745.279549562678
672.198242547179,743.072700267375
996.91009317007,736.439388983743
962.662936112286,938.530367534326
1227.23735276196,930.563673154747
1237.40476163064,928.565782410573
556.213329110686,908.450558397695
724.74000906454,871.623818118892
796.895378659465,848.732204764545
818.333408705491,844.539039353045
818.747079336083,840.336392685029
837.9658,838.23152360485
816.885915479888,834.014713833128
914.676847258411,819.182060500181
649.600842254522,795.644486664446
923.73882162404,787.016961233371
